"token
",m1,m2,m3,m4c,m4,m5c,m5,mod_class_id,mod_class_name,mod_term,mod_ay,mod_sem,mod_module_code
16239_1813,4,4,1,Good text 12,Prof,Bad text 1,Tough,CN3121,Industrial Practice,1810,18,1,1379
16425_1084,5,4,4,Good text 12,Prof,Bad text 1,Tough,MKT1003,Management And Organisation,1810,18,1,2062
16496_1439,4,1,4,Good text 12,Prof,Bad text 1,Tough,MA1511,Differential Equations for Engineering,1310,13,1,1523
17702_617,1,5,2,Good text 12,Prof,Bad text 1,Tough,GES1003,Complex Analysis I,810,8,1,1249
20274_393,2,1,3,Good text 12,Prof,Bad text 1,Tough,CM1502,Living with Mathematics,1520,15,2,1002
21046_667,3,3,5,Good text 12,Prof,Bad text 1,Tough,EG3611,Computer Applications in Civil Engineering,1310,13,1,8504
25327_498,5,4,3,Good text 12,Prof,Bad text 1,Tough,EG2401,Principles of Economics,1810,18,1,1077
27500_74,2,3,4,Good text 12,Prof,Bad text 1,Tough,GE2229,Interaction Design,1720,17,2,1091
2754_1212,1,2,4,Good text 12,Prof,Bad text 1,Tough,ES5001A,Reporting Statistics in the Media,1810,18,1,1003
28955_165,1,2,5,Good text 12,Prof,Bad text 1,Tough,LC1016,Fundamental Concepts of Mathematics,1210,12,1,1098
29599_385,2,2,1,Good text 12,Prof,Bad text 1,Tough,EG2401,Principles of Economics,1210,12,1,1251
31829_1123,1,4,5,Good text 12,Prof,Bad text 1,Tough,EU1101E,Mechanical Systems Design I,1720,17,2,2288
32372_962,5,4,3,Good text 12,Prof,Bad text 1,Tough,LSM1301,Introduction to Psychology,1620,16,2,1180
33278_1082,5,3,1,Good text 12,Prof,Bad text 1,Tough,PF1101,Bahasa Indonesia 2,710,7,1,1510
3450_811,4,3,1,Good text 12,Prof,Bad text 1,Tough,NCC1000,Metabolism and Regulation,1110,11,1,1189
34684_1232,5,5,4,Good text 12,Prof,Bad text 1,Tough,ST1232,Microeconomic Analysis I,920,9,2,5121
35660_1621,2,4,2,Good text 12,Prof,Bad text 1,Tough,CS1010E,Principles of Marketing,920,9,2,1617
36635_1433,3,5,1,Good text 12,Prof,Bad text 1,Tough,PC1432,Japanese 1,1610,16,1,1420
37075_1063,4,1,1,Good text 12,Prof,Bad text 1,Tough,MA1102R,Southeast Asia: A Changing Region,1120,11,2,1212
37133_1095,2,2,1,Good text 12,Prof,Bad text 1,Tough,CS1010E,Principles of Marketing,820,8,2,1254
37176_731,5,3,2,Good text 12,Prof,Bad text 1,Tough,GER1000,Programming Methodology,710,7,1,1005
37990_628,3,5,5,Good text 12,Prof,Bad text 1,Tough,PC1432,Japanese 1,1320,13,2,1891
38188_1823,5,3,1,Good text 12,Prof,Bad text 1,Tough,CE2407,Global Environmental Issues,1710,17,1,1522
3871_695,3,1,2,Good text 12,Prof,Bad text 1,Tough,EE2004,Experiments in Chemistry 1,1810,18,1,1075
38762_1493,2,3,2,Good text 12,Prof,Bad text 1,Tough,MA2213,Fluid Mechanics,1740,17,4,1739
39107_1368,1,3,1,Good text 12,Prof,Bad text 1,Tough,MA3220,Introduction to Information Security,1710,17,1,1440
39249_957,1,4,4,Good text 12,Prof,Bad text 1,Tough,GES1021,Strategies for Sustainable Architecture,1810,18,1,1652
39632_255,3,4,4,Good text 12,Prof,Bad text 1,Tough,MDG5771,Logic,1140,11,4,2098
40229_965,1,4,5,Good text 12,Prof,Bad text 1,Tough,NM1101E,Asking Questions,1810,18,1,1088
40633_1937,2,2,4,Good text 12,Prof,Bad text 1,Tough,LSM2191,Japanese 4,1610,16,1,1722
41327_1000,5,3,4,Good text 12,Prof,Bad text 1,Tough,GEK1022,Pharmacology 2,1220,12,2,1142
42697_785,1,3,1,Good text 12,Prof,Bad text 1,Tough,PS2249,Signals,1430,14,3,1103
43142_421,3,2,1,Good text 12,Prof,Bad text 1,Tough,GEM2901,Heat Transfer,1610,16,1,8749
43403_1066,4,5,3,Good text 12,Prof,Bad text 1,Tough,PL3242,Geotechnical Engineering,1610,16,1,1978
45838_92,4,4,2,Good text 12,Prof,Bad text 1,Tough,EG2401,Principles of Economics,1520,15,2,12337
46208_1415,4,5,1,Good text 12,Prof,Bad text 1,Tough,GEK1542,Process Dynamics & Control,530,5,3,10592
49853_816,3,4,4,Good text 12,Prof,Bad text 1,Tough,MD2150,Real Estate Investment Analysis,1510,15,1,1118
50198_907,4,3,4,Good text 12,Prof,Bad text 1,Tough,CS1101S,Modern Technology in Medicine and Health,1410,14,1,1131
5039_107,1,2,5,Good text 12,Prof,Bad text 1,Tough,BSP1703,Measurement (Building Works),1620,16,2,1826
52637_51,2,3,1,Good text 12,Prof,Bad text 1,Tough,LC1004,Asia and the Modern World,1020,10,2,1116
52814_1478,1,1,3,Good text 12,Prof,Bad text 1,Tough,SSA2215,Data Structures and Algorithms II,1410,14,1,1144
53096_1827,4,2,1,Good text 12,Prof,Bad text 1,Tough,EC3101,Statistics for Life Sciences,1720,17,2,7239
54750_1311,5,5,2,Good text 12,Prof,Bad text 1,Tough,EE2007,Geopolitics:Geographies of War & Peace,1410,14,1,1228
54806_1387,3,1,1,Good text 12,Prof,Bad text 1,Tough,LSM1301,Introduction to Psychology,1010,10,1,1214
55326_1098,5,4,5,Good text 12,Prof,Bad text 1,Tough,CM1502,Living with Mathematics,610,6,1,1501
56285_1910,1,3,2,Good text 12,Prof,Bad text 1,Tough,EE3204,Chinese 2,1220,12,2,1312
56310_436,2,3,2,Good text 12,Prof,Bad text 1,Tough,GEM2900,General and Physical Chemistry for Engineers,920,9,2,15257
59005_949,1,5,1,Good text 12,Prof,Bad text 1,Tough,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,620,6,2,2086
6341_1650,4,4,1,Good text 12,Prof,Bad text 1,Tough,ME3122,Sensors & Actuators,1410,14,1,1787
779_1127,2,2,4,Good text 12,Prof,Bad text 1,Tough,MDG5771,Logic,1630,16,3,1543
7830_776,1,1,1,Good text 12,Prof,Bad text 1,Tough,EE6999,The Biophysical Environment of Singapore,1620,16,2,15559
7970_1176,1,5,2,Good text 12,Prof,Bad text 1,Tough,CS1020,English for Academic Purposes,700,7,0,2961
9672_1345,1,1,2,Good text 12,Prof,Bad text 1,Tough,CS2106,Econometrics I,1420,14,2,1255
10207_1508,3,5,5,Good text 13,Moderate,Bad text 1,Tough,CFG1010,Engineering Professionalism,1510,15,1,1522
11046_1312,4,1,1,Good text 13,Moderate,Bad text 1,Tough,EE2020,Business Analytics - Models & Decisions,1620,16,2,1460
11812_1770,5,3,5,Good text 13,Moderate,Bad text 1,Tough,CN2125,Microbiology,1410,14,1,1385
12367_264,4,2,1,Good text 13,Moderate,Bad text 1,Tough,CM3292,Global Economic Dimensions of Singapore,910,9,1,1417
12576_293,5,1,5,Good text 13,Moderate,Bad text 1,Tough,CS2100,The Evolution of a Global City-State,1710,17,1,1007
131_248,4,4,3,Good text 13,Moderate,Bad text 1,Tough,SE1101E,Asian Business Environments,1110,11,1,1745
13956_277,3,4,1,Good text 13,Moderate,Bad text 1,Tough,LSM3223,Entrepreneurship,1810,18,1,1277
14119_1766,2,5,4,Good text 13,Moderate,Bad text 1,Tough,GEK1521,Professional Communication,1710,17,1,1937
14869_329,1,5,4,Good text 13,Moderate,Bad text 1,Tough,IS1105,Visualisation in Design and Technology,820,8,2,4321
15130_1631,3,1,4,Good text 13,Moderate,Bad text 1,Tough,PR3103,Physiology 2,1720,17,2,1791
15203_370,5,3,1,Good text 13,Moderate,Bad text 1,Tough,ME2113,Money and Banking I,720,7,2,1228
15347_174,3,4,1,Good text 13,Moderate,Bad text 1,Tough,EG1413,Introduction to Operating Systems,1720,17,2,1024
1543_1399,5,3,4,Good text 13,Moderate,Bad text 1,Tough,ES1103,Social Psychology of New Media,1320,13,2,3524
15533_1202,4,2,3,Good text 13,Moderate,Bad text 1,Tough,BSP2005,Introduction to Statistics,1520,15,2,1891
16314_1975,1,3,2,Good text 13,Moderate,Bad text 1,Tough,SSA2211,Geographical Journeys: Exploring World Environments,1210,12,1,1011
16318_480,2,1,4,Good text 13,Moderate,Bad text 1,Tough,GEM2901,Heat Transfer,920,9,2,1621
16494_484,5,1,4,Good text 13,Moderate,Bad text 1,Tough,EE2024,Reason and Persuasion,1730,17,3,1780
16614_613,3,3,5,Good text 13,Moderate,Bad text 1,Tough,CE2112,Sociology of Family,1140,11,4,1216
16681_974,3,4,3,Good text 13,Moderate,Bad text 1,Tough,GEK1505,Introductory Materials Science And Engineering,1630,16,3,1049
16773_186,2,4,5,Good text 13,Moderate,Bad text 1,Tough,GE1101E,General Physiology,1710,17,1,2044
18596_1625,5,5,3,Good text 13,Moderate,Bad text 1,Tough,DP1001,Mathematics I,1510,15,1,1487
20710_84,1,4,4,Good text 13,Moderate,Bad text 1,Tough,CN2125,Microbiology,820,8,2,1034
25809_1560,5,3,1,Good text 13,Moderate,Bad text 1,Tough,SC2101,Immunology,1520,15,2,1218
26696_1668,3,2,5,Good text 13,Moderate,Bad text 1,Tough,CN2108,Great Ideas in Contemporary Physics,1040,10,4,1261
2754_1212,1,5,5,Good text 13,Moderate,Bad text 1,Tough,GEQ1000,Operations Management,1810,18,1,1621
31552_287,4,4,5,Good text 13,Moderate,Bad text 1,Tough,SC2218,Maternal and Child Health Nursing,1020,10,2,10592
3300_679,3,4,5,Good text 13,Moderate,Bad text 1,Tough,EC2303,Science of Music,1010,10,1,1131
33553_1755,5,2,4,Good text 13,Moderate,Bad text 1,Tough,MKT1003,Management And Organisation,1730,17,3,1311
33933_1144,5,4,2,Good text 13,Moderate,Bad text 1,Tough,MA1104,Numerical Analysis I,520,5,2,10592
3449_1008,2,1,2,Good text 13,Moderate,Bad text 1,Tough,NUR3113,Economy of Modern China I,1110,11,1,1281
34733_1848,4,2,4,Good text 13,Moderate,Bad text 1,Tough,MKT1003,Management And Organisation,1510,15,1,1009
36500_1284,1,5,1,Good text 13,Moderate,Bad text 1,Tough,PC1432,Japanese 1,1010,10,1,15554
36529_943,3,4,1,Good text 13,Moderate,Bad text 1,Tough,IE2130E,Systems & Control,720,7,2,15558
36790_1510,3,4,3,Good text 13,Moderate,Bad text 1,Tough,GEK1055,Principles of Modern Chemistry,1110,11,1,1017
37176_731,2,3,5,Good text 13,Moderate,Bad text 1,Tough,PR4105,BIOSTATISTICS FOR BASIC RESEARCH,710,7,1,1142
37210_376,5,3,1,Good text 13,Moderate,Bad text 1,Tough,GER1000,Programming Methodology,910,9,1,1078
37789_975,4,1,2,Good text 13,Moderate,Bad text 1,Tough,EC3101,Statistics for Life Sciences,1620,16,2,1163
37990_628,5,1,3,Good text 13,Moderate,Bad text 1,Tough,MA3111,Signals & Communications Design Lab,1320,13,2,15555
39315_980,2,4,5,Good text 13,Moderate,Bad text 1,Tough,EG2401,Principles of Economics,1610,16,1,1345
39464_557,4,2,3,Good text 13,Moderate,Bad text 1,Tough,EC1101E,Changing Landscapes of Singapore,1110,11,1,2062
40210_623,3,5,3,Good text 13,Moderate,Bad text 1,Tough,CS2106,Econometrics I,1610,16,1,1305
41073_1982,2,1,5,Good text 13,Moderate,Bad text 1,Tough,MA2213,Fluid Mechanics,1710,17,1,1017
45264_1885,3,1,2,Good text 13,Moderate,Bad text 1,Tough,MA1505,Quantitative Reasoning,1030,10,3,1764
4576_1704,4,1,1,Good text 13,Moderate,Bad text 1,Tough,NUR1114,The Mathematics of Games,1140,11,4,1044
45838_92,3,3,3,Good text 13,Moderate,Bad text 1,Tough,ACC1002,B.Eng. Dissertation,1520,15,2,1704
46780_426,5,2,3,Good text 13,Moderate,Bad text 1,Tough,LSM1103,Principles of Mechanical Eng. Materials,820,8,2,1696
49151_722,2,1,5,Good text 13,Moderate,Bad text 1,Tough,EC3361,Thai 1,1210,12,1,1216
49487_1665,1,2,2,Good text 13,Moderate,Bad text 1,Tough,GEK1508,Calculus for Computing,1420,14,2,7780
50056_570,2,2,4,Good text 13,Moderate,Bad text 1,Tough,BFS1001,Methods of Social Research,1210,12,1,1087
50348_1154,3,3,4,Good text 13,Moderate,Bad text 1,Tough,IS2103,Human Physiology - Hormones and Health,820,8,2,1717
50414_1837,1,4,5,Good text 13,Moderate,Bad text 1,Tough,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,1140,11,4,1189
53356_748,1,5,2,Good text 13,Moderate,Bad text 1,Tough,ME3162,Data Structures and Algorithms,1110,11,1,1075
53356_748,4,3,1,Good text 13,Moderate,Bad text 1,Tough,RE1103,Chinese Heritage: History and Literature,1110,11,1,1378
54440_355,4,3,2,Good text 13,Moderate,Bad text 1,Tough,FIN2004X,Medical-Surgical Nursing III,520,5,2,1520
55421_394,1,3,3,Good text 13,Moderate,Bad text 1,Tough,SW2104,Organic Chemistry 1,1220,12,2,1048
55893_1529,2,1,4,Good text 13,Moderate,Bad text 1,Tough,FIN2004,Singapore Society,920,9,2,1004
56285_1910,1,1,5,Good text 13,Moderate,Bad text 1,Tough,GET1029,Stochastic Processes I,1220,12,2,1306
56575_1045,5,4,5,Good text 13,Moderate,Bad text 1,Tough,FAS1102,Introduction to Computing,920,9,2,15257
60443_1897,3,2,2,Good text 13,Moderate,Bad text 1,Tough,ME3162,Data Structures and Algorithms,820,8,2,1062
60631_91,5,1,5,Good text 13,Moderate,Bad text 1,Tough,CS1231,Nation-Building in Singapore,920,9,2,1722
60909_898,1,2,4,Good text 13,Moderate,Bad text 1,Tough,MKT1003,Management And Organisation,1020,10,2,1184
60995_1717,4,1,5,Good text 13,Moderate,Bad text 1,Tough,PL3235,Quantitative Methods for Economic Analysis,1120,11,2,1891
6568_204,1,1,5,Good text 13,Moderate,Bad text 1,Tough,ST1232,Microeconomic Analysis I,1410,14,1,1152
6914_1604,3,4,5,Good text 13,Moderate,Bad text 1,Tough,LAJ2202,Mechanics of Materials,1210,12,1,1181
6953_283,1,3,2,Good text 13,Moderate,Bad text 1,Tough,WR1401,Effective Communication for Health Professionals,1610,16,1,1216
7618_1262,3,4,2,Good text 13,Moderate,Bad text 1,Tough,MA1506,Mathematics II,1420,14,2,1353
779_1127,3,4,4,Good text 13,Moderate,Bad text 1,Tough,SW1101E,Macro And International Economics,1630,16,3,1111
8321_1067,4,5,4,Good text 13,Moderate,Bad text 1,Tough,GEK1519,Multivariable Calculus,1440,14,4,1306
9768_188,2,3,1,Good text 13,Moderate,Bad text 1,Tough,DP1001,Mathematics I,1410,14,1,1136
9972_1363,1,4,1,Good text 13,Moderate,Bad text 1,Tough,IS1105,Visualisation in Design and Technology,1220,12,2,1408
10883_452,1,1,3,Good text 2,Interactive,Bad text 1,Tough,CS1020E,Constitutional & Administrative Law,1120,11,2,2621
11155_924,1,2,1,Good text 2,Interactive,Bad text 1,Tough,LSM1401,Data Structures and Algorithms I,1710,17,1,5646
11288_751,2,4,1,Good text 2,Interactive,Bad text 1,Tough,NM2101,Public Writing and Communication,1410,14,1,1392
11298_1367,4,3,5,Good text 2,Interactive,Bad text 1,Tough,BSP1004,Probability,1510,15,1,1056
11436_1730,1,5,2,Good text 2,Interactive,Bad text 1,Tough,CN6999,Field Service Project,1040,10,4,1514
13789_1332,2,5,5,Good text 2,Interactive,Bad text 1,Tough,MA1101R,Making Sense of Society,1710,17,1,1033
14355_383,4,4,3,Good text 2,Interactive,Bad text 1,Tough,LSM3212,Engineering Electromagnetics,1200,12,0,15257
16583_1343,3,4,3,Good text 2,Interactive,Bad text 1,Tough,SSS1207,Physics in the Life Sciences,830,8,3,2014
1705_771,4,3,5,Good text 2,Interactive,Bad text 1,Tough,GER1000,Programming Methodology,720,7,2,2868
17579_1357,2,2,2,Good text 2,Interactive,Bad text 1,Tough,LSM4243,Enterprise Systems Server-side Design and Development,1220,12,2,1157
18034_1946,1,2,4,Good text 2,Interactive,Bad text 1,Tough,LAC2201,Reading Visual Images,1230,12,3,1259
19069_430,5,3,4,Good text 2,Interactive,Bad text 1,Tough,DSC2006,Managerial Economics,1310,13,1,1084
20851_1915,5,1,3,Good text 2,Interactive,Bad text 1,Tough,GE2229,Interaction Design,520,5,2,1246
21648_864,1,4,5,Good text 2,Interactive,Bad text 1,Tough,PL2131,Molecular Genetics,1310,13,1,2078
21910_1407,4,4,3,Good text 2,Interactive,Bad text 1,Tough,SW2104,Organic Chemistry 1,1630,16,3,1053
22792_1954,3,4,4,Good text 2,Interactive,Bad text 1,Tough,EC1301,Financial Accounting,1620,16,2,1086
23431_612,5,3,3,Good text 2,Interactive,Bad text 1,Tough,PL1101E,Electrical Engineering,1810,18,1,1161
23451_1881,3,5,4,Good text 2,Interactive,Bad text 1,Tough,ES2002,Fluid Mechanics I,930,9,3,10592
23929_220,4,2,5,Good text 2,Interactive,Bad text 1,Tough,CS1010,Developmental Psychology,1020,10,2,1203
24528_1838,5,3,5,Good text 2,Interactive,Bad text 1,Tough,ST3131,Chemical Kinetics & Reactor Design,1420,14,2,1133
24564_787,4,3,5,Good text 2,Interactive,Bad text 1,Tough,LAG2201,Accounting for Decision Makers,810,8,1,1439
24833_214,4,4,5,Good text 2,Interactive,Bad text 1,Tough,GER1000,Programming Methodology,1200,12,0,1509
26292_690,2,3,2,Good text 2,Interactive,Bad text 1,Tough,GEK1505,Introductory Materials Science And Engineering,1610,16,1,7239
26383_1756,1,3,3,Good text 2,Interactive,Bad text 1,Tough,SSA1201,Macroeconomic Analysis I,910,9,1,7328
2663_244,4,1,1,Good text 2,Interactive,Bad text 1,Tough,TG2415,Principles of Communication Management,820,8,2,1109
26842_736,3,3,4,Good text 2,Interactive,Bad text 1,Tough,PL3236,French 1,1520,15,2,1121
27682_1657,5,4,2,Good text 2,Interactive,Bad text 1,Tough,ST3131,Chemical Kinetics & Reactor Design,1510,15,1,1142
28914_11,3,2,5,Good text 2,Interactive,Bad text 1,Tough,CM1502,Living with Mathematics,1010,10,1,1547
29967_1335,4,1,1,Good text 2,Interactive,Bad text 1,Tough,PS2249,Signals,1740,17,4,1156
32070_1555,4,4,3,Good text 2,Interactive,Bad text 1,Tough,EE3331C,Thermodynamics and Statistical Mechanics,1420,14,2,1543
33268_1057,2,3,4,Good text 2,Interactive,Bad text 1,Tough,CE2134,Pathology,1520,15,2,2014
34669_1412,1,2,5,Good text 2,Interactive,Bad text 1,Tough,ME2121,Introduction to Computer Networks,910,9,1,1145
34772_1275,5,1,2,Good text 2,Interactive,Bad text 1,Tough,GE2229,Interaction Design,1610,16,1,1281
35097_490,2,5,1,Good text 2,Interactive,Bad text 1,Tough,PC1432,Japanese 1,1520,15,2,1615
35759_155,1,5,3,Good text 2,Interactive,Bad text 1,Tough,MA1505,Quantitative Reasoning,1520,15,2,1345
36370_873,2,5,2,Good text 2,Interactive,Bad text 1,Tough,CM1121,Database Systems,1210,12,1,1116
36635_1433,1,1,4,Good text 2,Interactive,Bad text 1,Tough,PC1431,NUS Data Protection & PDPA Guidelines,1610,16,1,1072
36790_1510,4,4,4,Good text 2,Interactive,Bad text 1,Tough,GEK1527,Legal Environment Of Business,1110,11,1,1299
37187_721,1,1,2,Good text 2,Interactive,Bad text 1,Tough,SC2211,Graduate Research Seminar and Workshop,1810,18,1,1464
3725_1655,5,1,1,Good text 2,Interactive,Bad text 1,Tough,CS2106,Econometrics I,1610,16,1,13540
38851_765,3,4,2,Good text 2,Interactive,Bad text 1,Tough,CN3421,Mathematical Statistics,1710,17,1,1060
39315_980,3,5,2,Good text 2,Interactive,Bad text 1,Tough,CM1191,Property Management,1610,16,1,1355
39432_971,5,5,2,Good text 2,Interactive,Bad text 1,Tough,NM2219,Devices and Circuits,1520,15,2,1118
40037_1124,5,1,3,Good text 2,Interactive,Bad text 1,Tough,BSP1005,Physics IIE,1310,13,1,1189
40062_442,5,4,5,Good text 2,Interactive,Bad text 1,Tough,CS2100,The Evolution of a Global City-State,520,5,2,1019
40433_344,5,3,1,Good text 2,Interactive,Bad text 1,Tough,MA1506,Mathematics II,1420,14,2,1277
40764_512,5,1,1,Good text 2,Interactive,Bad text 1,Tough,LAJ2201,Managerial Accounting,1320,13,2,1264
41232_379,1,4,5,Good text 2,Interactive,Bad text 1,Tough,NUR1110,Computational Thinking,1610,16,1,1250
43160_59,2,4,2,Good text 2,Interactive,Bad text 1,Tough,MLE1101,Human Capital in Organizations,1140,11,4,1019
43328_1010,3,4,1,Good text 2,Interactive,Bad text 1,Tough,PC1432,Japanese 1,820,8,2,1059
44582_992,1,1,1,Good text 2,Interactive,Bad text 1,Tough,PC1322,"South Asia : People, Culture, Develop'm",720,7,2,1379
44833_515,4,1,3,Good text 2,Interactive,Bad text 1,Tough,PL3235,Quantitative Methods for Economic Analysis,1410,14,1,1002
45031_10,5,2,4,Good text 2,Interactive,Bad text 1,Tough,SSD2210,Acute and Specialty Clinical Practice,1420,14,2,1695
45264_1885,3,2,4,Good text 2,Interactive,Bad text 1,Tough,NM1101E,Asking Questions,1030,10,3,1014
4585_1217,1,1,3,Good text 2,Interactive,Bad text 1,Tough,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),920,9,2,1196
46384_466,3,5,3,Good text 2,Interactive,Bad text 1,Tough,AR2723,Structural Mechanics and Materials,820,8,2,4253
46780_426,2,1,2,Good text 2,Interactive,Bad text 1,Tough,NM1101E,Asking Questions,820,8,2,1344
47458_400,4,1,5,Good text 2,Interactive,Bad text 1,Tough,SC2215,Physics for Electrical Engineers,420,4,2,15559
48667_339,3,2,2,Good text 2,Interactive,Bad text 1,Tough,LSM2191,Japanese 4,1520,15,2,1882
48674_1241,3,4,3,Good text 2,Interactive,Bad text 1,Tough,LAJ1201,DOCTORAL SEMINARS,1630,16,3,1243
48934_1470,3,1,1,Good text 2,Interactive,Bad text 1,Tough,FIN2004,Singapore Society,710,7,1,1010
49877_1894,3,5,4,Good text 2,Interactive,Bad text 1,Tough,ACC1002,B.Eng. Dissertation,820,8,2,1522
49955_111,3,3,5,Good text 2,Interactive,Bad text 1,Tough,EC3332,An Introduction to Literary Studies,510,5,1,1017
51064_585,2,5,4,Good text 2,Interactive,Bad text 1,Tough,EC3101,Statistics for Life Sciences,1010,10,1,1237
51684_1477,4,4,5,Good text 2,Interactive,Bad text 1,Tough,LAJ1201,DOCTORAL SEMINARS,1710,17,1,1210
53358_841,4,4,5,Good text 2,Interactive,Bad text 1,Tough,GET1029,Stochastic Processes I,1610,16,1,5646
55001_1169,3,3,4,Good text 2,Interactive,Bad text 1,Tough,DP1001,Mathematics I,1310,13,1,1834
56130_98,2,1,3,Good text 2,Interactive,Bad text 1,Tough,EC3333,Mechanics Of Materials I,820,8,2,1042
57364_113,5,3,2,Good text 2,Interactive,Bad text 1,Tough,EC3102,Manufacturing Processes,610,6,1,1003
57397_1246,2,5,3,Good text 2,Interactive,Bad text 1,Tough,ME3102,Honours Thesis,1020,10,2,1895
57539_1091,2,1,5,Good text 2,Interactive,Bad text 1,Tough,NM2201,Korean 1,1510,15,1,1548
58018_438,2,1,1,Good text 2,Interactive,Bad text 1,Tough,EE4001,German 1,1610,16,1,1014
58172_681,1,4,3,Good text 2,Interactive,Bad text 1,Tough,EG1471,Professional and Academic Communication,1320,13,2,1987
58729_1957,4,2,3,Good text 2,Interactive,Bad text 1,Tough,CM3242,"Legal Analysis, Writing And Research I",1010,10,1,3960
58842_1901,3,4,3,Good text 2,Interactive,Bad text 1,Tough,ME2151,Probability and Statistics,710,7,1,1140
59105_1738,3,1,4,Good text 2,Interactive,Bad text 1,Tough,BSP1004,Probability,1620,16,2,1126
59607_38,2,5,2,Good text 2,Interactive,Bad text 1,Tough,TG3001,Engineering Principles and Practice I,1020,10,2,1385
